3,35,49,3.305,31.634,7.661
2,21,33,4.621,35.957,9.38
1,6,17,3.273,19.032,8.948
2,22,33,3.986,33.477,8.51
0,4,6,4.888,35.281,9.208
1,7,10,4.517,34.514,8.396
2,12,24,6.864,41.817,13.081
1,12,15,8.391,84.895,17.211
3,36,60,4.713,40.317,10.154
1,14,22,8.385,59.713,16.66
10,120,250,7.108,53.512,19.278
4,42,71,5.141,40.27,11.184
0,3,4,4.665,31.792,9.467
4,47,83,4.47,37.871,11.071
1,13,16,3.735,30.038,6.731
2,25,39,8.533,61.304,14.892
5,58,103,4.842,41.65,12.095
0,8,10,5.685,58.466,14.247
1,15,29,3.829,28.167,9.332
0,2,4,3.861,24.356,6.999
2,23,35,4.17,32.503,8.21
14,111,159,5.831,36.723,9.866
1,12,12,3.595,32.425,7.166
0,5,6,7.838,73.722,15.074
3,34,71,5.125,37.426,13.306
4,41,67,7.262,55.397,14.731
1,7,11,4.481,36.202,8.845
3,29,56,7.527,45.959,14.948
0,2,3,5.791,38.831,8.213
2,17,31,4.102,32.04,9.905
0,4,7,6.543,47.936,16.374
5,51,72,8.493,69.213,16.692
1,9,16,4.815,28.904,8.357
29,263,407,9.431,59.107,16.349
4,51,69,9.786,86.234,19.722
2,29,43,6.675,76.033,17.967
0,6,11,5.59,63.551,17.342
0,5,13,3.447,55.956,28.806
9,117,199,6.475,59.11,14.505
4,43,95,5.136,38.543,15.063
1,7,14,7.631,52.061,14.963
1,6,7,5.694,35.911,6.668
6,67,121,6.023,48.074,14.49
3,29,36,5.117,39.13,8.575
1,13,13,4.72,36.277,6.711
1,12,15,6.119,35.902,8.152
2,22,34,5.622,47.376,11.875
2,19,46,4.41,36.051,15.748
1,8,12,6.546,64.145,12.685
2,23,50,4.597,36.614,12.835
3,57,81,7.06,72.849,17.942
3,40,61,4.437,35.612,9.41
2,28,39,5.675,48.528,10.951
1,6,17,3.566,18.345,9.381
2,27,39,4.884,41.186,9.84
0,5,7,6.226,46.5,10.627
1,8,12,5.561,39.918,10.039
2,12,21,7.157,41.602,11.373
1,15,19,8.257,105.438,21.316
4,41,84,6.035,45.529,14.186
1,13,18,8.197,59.342,13.751
10,140,274,7.31,62.869,20.957
4,54,90,5.329,51.204,13.98
0,4,3,5.628,34.525,7.438
